,STATE,DISTRICT,Storage name,Address,Manager Name,capacity,Longitude,Latitude
12469,Uttar Pradesh,Agra,Mata Prasad Could storage,nan,Vinod Kumar Parasar,7650,,
12470,Uttar Pradesh,Agra,Maya Devi Cold Store Ujrai,MAYA DEVI COD STORE U2 UJRAI,Shyam Vir Singh,10750,,
12471,Uttar Pradesh,Agra,Mayur Agarwal,"Etmadpur, Sawain, Barhana Road",,5824.65,,
12472,Uttar Pradesh,Agra,Megh Singh Could Storag,nan,Harendra Singh,660,,
12473,Uttar Pradesh,Agra,Mittal Industries Cold Storage Division,nan,Shaurabh Mittal,8497.68,,
12474,Uttar Pradesh,Agra,Mittal Seetgarh,nan,Amar Mittal,13158.32,,
12475,Uttar Pradesh,Agra,Mohan Singh,"Etmadpur, Nadau, Hasanpur, Jalesar Rd",,5853.72,78.0510655,27.2408984
12476,Uttar Pradesh,Agra,Mr. Raghuveer Singh / Mr. Narendra Singh / Mr. Lokendra Singh,"Hathras, Kundol, Poiya",,2295.91,78.0411852,27.2698093
12477,Uttar Pradesh,Agra,Mr. Vinod Kumar Goyal / Mr. Shiv Shankar Gupta / Mr. Vinay Kumar Jain,"Main Bazar Etmadpur, Etmadpur",,3761.72,78.1991896,27.2333127
12478,Uttar Pradesh,Agra,Ms RVP Cold Storage Pvt Ltd Expansion,nan,Mr Vivek Kumar,4790,,
12479,Uttar Pradesh,Agra,Mukesh Kumar Gupta,"Etmadpur, Ujarai",,4651.47,78.6937618,27.019164
12480,Uttar Pradesh,Agra,Mukesh Singhal,"Etmadpur, Khandauli, Ujrai Parav",,4949.82,77.8746009,27.0873564
12481,Uttar Pradesh,Agra,Munna Lal,"Shamshabad, Fatehabad, Karondhna",,7094.81,,
12482,Uttar Pradesh,Agra,Munna Lal,"Fatehabad, Mauza Karondhana",,6797.29,,
12483,Uttar Pradesh,Agra,Munna Lal Ice And Cold Storage,nan,Abanish Pandey,7500,,
12484,Uttar Pradesh,Agra,N S Cold Storage,nan,Khzan Singh Chodhry,10000,,
12485,Uttar Pradesh,Agra,Nand Kishore,"Fatehabad, Gidraun",,4473.53,,
12486,Uttar Pradesh,Agra,Nand Kishore Gupta,"Etmadpur, Kuberpur",,8439.1,78.0974906,27.2227002
12487,Uttar Pradesh,Agra,Nand Prakash Bansal,"Agra, Foundry Nagar",,2081.29,78.0437363,27.2268139
12488,Uttar Pradesh,Agra,Nandisari Cold Store Ujarai,BANISHMENT ICE AND COLD UJRAI,Devendra Singh,17500,,
12489,Uttar Pradesh,Agra,Narayan Cold Storage,nan,Lakhan Singh,,,
12490,Uttar Pradesh,Agra,Narayan Could Storag,nan,Raghav Sharma,,,
12491,Uttar Pradesh,Agra,Narayan Dash Cold Stor,nan,Prateek Agarwal,6000,,
12492,Uttar Pradesh,Agra,Narayna Ice And Cold Storage Pvt. Ltd.,nan,Sanjeev Mittal,4710.94,,
12493,Uttar Pradesh,Agra,Natraj Ice And Cold Srorage,nan,Hariom Mittal,500,,
12494,Uttar Pradesh,Agra,Natraj Ice And Cold Storage,nan,Hariom Mittal,4869.73,,
12495,Uttar Pradesh,Agra,Navratan Ice And Cold Storage Pvt Ltd,FATEHABAD ROAD JAARAULI SHAMSHABAD,Ajay Jain,550,78.1728091,27.0939133
12496,Uttar Pradesh,Agra,Neeraj Garg,nan,Manish Garg,1500,,
12497,Uttar Pradesh,Agra,Nem Singh,"Fatehabad, Fatehabad Rd, Mewali Kala",,5418.59,,
12498,Uttar Pradesh,Agra,Nitin Goyal,"Jalesar Rd, Mauza Naraich",,5015.29,78.0523548,27.2135134
12499,Uttar Pradesh,Agra,Nitin Rajiv Ice And Cold Storage Pvt Ltd,JAGNER ROAD NAUNI,Rambabu Upadhyay,8000,77.1729605,30.859959
12500,Uttar Pradesh,Agra,O. N. Goyal,"Pilipokhar, 14 Milestone",,4666.27,,
12501,Uttar Pradesh,Agra,O.P. Cold Storage,nan,Nandprakash Bansal,8398.56,,
12502,Uttar Pradesh,Agra,O.P. Cold Storageshantivrat And Sons Pvt.Ltd. Cold Storage Unit,nan,Deepak Agarwal,10399,,
12503,Uttar Pradesh,Agra,O.P. Cold Storageshantivrat And Sons Pvt.Ltd. Cold Storage UnitVinayak Prijrvation Pvt.Ltd.,nan,Rajeev Doneriya,,,
12504,Uttar Pradesh,Agra,Om Chahar Ice And Cold Storage Pvt Ltd,FATEHPUR SIKRI ROAD KIRAWLI,Bunti Sisondhiya,11085,77.786244,27.1394265
12505,Uttar Pradesh,Agra,Om Ganesh Chilling Plant & Presarvation Pvt.Lt Ltd,nan,Kamal,11250,,
12506,Uttar Pradesh,Agra,Om Jai Shiv Seetgrah Pvt. Ltd.,nan,Pradeep Sharma,6250,,
12507,Uttar Pradesh,Agra,Om Prakash,"Paintikhera, Khandoli, Paintikhera",,4533.11,,
12508,Uttar Pradesh,Agra,Om Prakash Baijnath Could storage Luhari,nan,Neeraj Gupta,9000,,
12509,Uttar Pradesh,Agra,Om Prakash Ice And Sons Cold Storage,nan,Kamal Nayan,14715,,
12510,Uttar Pradesh,Agra,Om Prakash Verma,"Fatehabad, Wazedpur",,5582.2,,
12511,Uttar Pradesh,Agra,Om Shanti Cold Storage,SHAMSHABAD,Narendra Kumar,800,78.387971,17.2619301
12512,Uttar Pradesh,Agra,Om Shanti Ice & Cold Storage Pvt. Ltd.,nan,Anupam Kulshresth,50,,
12513,Uttar Pradesh,Agra,P.N.Agarwal Sheetalai Pvt Ltd,nan,Shivdan Singh,6000,,
12514,Uttar Pradesh,Agra,P.S. Cold Storage A Unit Of Taj Deriy Milk P.V.L.,nan,Rustam Singh,112.5,,
12515,Uttar Pradesh,Agra,Pachori Sheet Grha,nan,Chandra Mohan Pachori,,,
12516,Uttar Pradesh,Agra,Paima Bab Ice And Cold Storage P.V.L.,nan,Govind Singh,7500,,
12517,Uttar Pradesh,Agra,Parbhat Bear House And Cold Storage,nan,Virendra Singh,1.4,,
12518,Uttar Pradesh,Agra,Parijat Cold Storage Pvt. Ltd.,nan,Sanjeev Singh,7500,,
12519,Uttar Pradesh,Agra,Paritosh Cold Storage Pvt. Ltd.,nan,Hariom Singh,7500,,
12520,Uttar Pradesh,Agra,Pashupati Nath Ice And Cold Storage (Salasar Cold Storage,nan,Dinesh Kumar Agarwal,,,
12521,Uttar Pradesh,Agra,Pathak Could Storag,nan,Sunil Dixit,625,,
12522,Uttar Pradesh,Agra,Pooran Chandra Sharma,"Fatehabad, Dauki, Gehnu",,6316.8,,
12523,Uttar Pradesh,Agra,Pra Hin Ice And Old Storage,nan,Bunti Haudhry,9000,,
12524,Uttar Pradesh,Agra,Prabhat Seet Grah,nan,Bajnath,20000,,
12525,Uttar Pradesh,Agra,Prabhat Warehouse & Cold Store,nan,Virendra Singh,1.4,,
12526,Uttar Pradesh,Agra,Pradeep Singhal,"Pilipokhar, Poiya",,3480.76,78.0411852,27.2698093
12527,Uttar Pradesh,Agra,Prakash,nan,May Ram Sharma,21773,,
12528,Uttar Pradesh,Agra,Prakash Cold Storage,nan,Rakesh Kumar Garg,31858,,
12529,Uttar Pradesh,Agra,Pramod Mittal,"Kheragarh, Mauza Kagrol",,4465.23,77.847194,27.0213128
12530,Uttar Pradesh,Agra,Prashant Kumar Rastogi,"Etmadpur, Pelli Pokher",,5699.68,,
12531,Uttar Pradesh,Agra,Pratik Ice And Cold Storage Put Ltd,NO,Shiv Singh,6000,,
12532,Uttar Pradesh,Agra,Praveen Gupta,"Etmadpur, Bengra",,8774.31,84.3850873,27.2529828
12533,Uttar Pradesh,Agra,Prem Ice And Preservation P.V.L.,nan,Shiv Kumar Tyagi,5800,,
12534,Uttar Pradesh,Agra,R.C.A.And Sans Cold,nan,Avdhesh Sharma,,,
12535,Uttar Pradesh,Agra,R.D. Ghudeniya Ice And Cold Storage P.V.L.,nan,Gopal Prasad Sharma,9000,,
12536,Uttar Pradesh,Agra,R.M. Pachauri Sheetgrah Pvt Ltd,ETAWAH ROAD BAH,Rammurti Pachauri,,79.027659,26.7829103
12537,Uttar Pradesh,Agra,R.V.P. Cold Storage Pvt. Ltd.,nan,Rupendra Singh,1500,,
12538,Uttar Pradesh,Agra,RAGHUBEER Cold STORES P.V.T L.T D,nan,RATAN SINGH,6000,,
12539,Uttar Pradesh,Agra,Radhe2 Seet Grah,UNCHAN SAMSABAD ROAD,Shiv Kumar,720,,
12540,Uttar Pradesh,Agra,Radhika Seet Grah,nan,Nandkishor Sharma,666.66,,
12541,Uttar Pradesh,Agra,Raghuvanshi Sharma,"Bah, Fatehabad, Bhari Nagla",,6575.49,78.4211897,26.9388078
12542,Uttar Pradesh,Agra,Raghuveer Singh Tomar,"Agra, Kundol",,5045.14,,
12543,Uttar Pradesh,Agra,Raj Bahadur Singh,"Jaroli, Digner",,5360.21,78.0851607,27.0787334
12544,Uttar Pradesh,Agra,Rajadhiraj Cold Storage,nan,Udal Singh,,,
12545,Uttar Pradesh,Agra,Rajeev Agarwal,"Agra, Kakua",,6403.06,89.8036636,24.3221314
12546,Uttar Pradesh,Agra,Rajeev Garg,"Etmadpur, Bhagupur",,5584.12,78.130787,27.233273
12547,Uttar Pradesh,Agra,Rajeev Garg,"Etmadpur, Satoli",,3931.2,79.6375784,29.5034476
12548,Uttar Pradesh,Agra,Rajeev Singhal,"Peelipokhar, Peeli Pokhar",,5219.12,77.3765454,27.6534986
12549,Uttar Pradesh,Agra,Rajendr5a Kumar Jain,"Fatehabad, Muzaffarpur",,7750.13,85.390982,26.1196607
12550,Uttar Pradesh,Agra,Rajendra Singh,"Fatehabad, Bharapur",,5052.48,77.9724374,29.8875838
12551,Uttar Pradesh,Agra,Rajesh Goel,"Etmadpur, Kuberpur",,4248.15,78.0974906,27.2227002
12552,Uttar Pradesh,Agra,Rajesk Kumar Garg,Naraich,,4144.99,78.0523548,27.2135134
12553,Uttar Pradesh,Agra,Rajkumari Cold Storage Pvt. Ltd.,nan,Gendpal Singh,,,
12554,Uttar Pradesh,Agra,Rakesh,"Shamshabad, Naiwas",,5027.91,81.9684821,25.2444479
12555,Uttar Pradesh,Agra,Rakesh Agarwal,"Kuberpur, Bhagoopur",,8358.48,86.9842256,25.242453
12556,Uttar Pradesh,Agra,Rakesh Mohaniya,"Fatehabad, Mewli Kalan",,4867.68,,
12557,Uttar Pradesh,Agra,Ram Ashish Seetalay Pvt. Ltd.,nan,Umesh Tripathi,750,,
12558,Uttar Pradesh,Agra,Ram Babu Sharma,"Fatehabad, Bichola",,5288.45,,
12559,Uttar Pradesh,Agra,Ram Das Sheetgreeh Cold Storage,nan,Shri Lalit Sikarwar,,,
12560,Uttar Pradesh,Agra,Ram K Pachauri,Bauhre Ka Baas,,3632.85,,
12561,Uttar Pradesh,Agra,Ram Prakash,"Shamsabad, Jaroli",,2656.99,,
12562,Uttar Pradesh,Agra,Ram Prakash,"Shamshabad, Jaroli",,2433.92,,
12563,Uttar Pradesh,Agra,Ram Prakash,"Shamshabad, Baragaun",,6223.31,-122.6758609,45.4875132
12564,Uttar Pradesh,Agra,Ram Prakash Garg / Rajesh Kumar Garg / Smt. Kalpana Garg / Smt. Seema Garg,"Hathras, Naraich",,1190.26,78.0523548,27.2135134
12565,Uttar Pradesh,Agra,Ram Prasad,"Sadabad, Badhar",,9871.49,,
12566,Uttar Pradesh,Agra,Ram Singh,"Guman, Jaroli",,7383.35,,
12567,Uttar Pradesh,Agra,Rama Cold Storage & Ice Factory,nan,Shri Mahendra Singh,,,
12568,Uttar Pradesh,Agra,Raman Bihari Could storage,nan,Brijesh Tomar,,,
12569,Uttar Pradesh,Agra,Raman Bihari Ice And Cold Storage 590/586,nan,Laldhadur Singh,,,
12570,Uttar Pradesh,Agra,Ramdoot Ice And Cold Stor,BADAGAON SAMSABAG,Munna Lal Sharma,7000,,
12571,Uttar Pradesh,Agra,Ramsevak Bandejiya Sheetgrah Pvt Ltd,nan,Dhanvan Singh,,,
12572,Uttar Pradesh,Agra,Ramvati Sheetgrah,nan,Charu Agarwal,6279.8,,
12573,Uttar Pradesh,Agra,Ramwati Sheet Girha,nan,Vijay Kumar Agarwal,926.9,,
12574,Uttar Pradesh,Agra,Rangesh Tyagi,"Etmadpur, Ujrai",,7249.86,77.8746009,27.0873564
12575,Uttar Pradesh,Agra,Rastogi Cold Storage,nan,Basant Lal,1130,,
12576,Uttar Pradesh,Agra,Ravindra Pal Singh,"Fatehabad, Fathehabad, Mauza Karondha",,5067.4,,
12577,Uttar Pradesh,Agra,Ravindra Pal Singh,"Fatehabad, Karondhana",,5027.93,,
12578,Uttar Pradesh,Agra,Rohan Kushwah,"Shamsabad, Shamshabad, Banjarpur",,7342,77.6443056,28.388398
12579,Uttar Pradesh,Agra,Rohit Ice & Cold Storage,nan,Shri Suresh Chan Garg,,,
12580,Uttar Pradesh,Agra,S.B.Cold Ice Store Agra,nan,Mahesh Chandra,12500,,
12581,Uttar Pradesh,Agra,S.B.Seet Grah,nan,Raghvendra Agarwal,7500,,
12582,Uttar Pradesh,Agra,S.C Goel,"Jalesar, Tedhi Bagia",,3429.57,78.0516118,27.2342836
12583,Uttar Pradesh,Agra,S.K. Cold Stoorage,nan,Nandkisor,6900,,
12584,Uttar Pradesh,Agra,S.K.Cold.Stor,nan,Mukesh,666,,
12585,Uttar Pradesh,Agra,S.N. Cold Storage Agra,nan,Ravendra Singh,8900,,
12586,Uttar Pradesh,Agra,S.N. Rastogi Cold Storage P.V.L.,nan,Rakesh Choudhriy,8000,,
12587,Uttar Pradesh,Agra,S.S. Ice And Cold Storage,nan,Lekhraj Singh,8100,,
12588,Uttar Pradesh,Agra,S.S.Ice And Could storage,nan,Hari Govind Singh,800,,
12589,Uttar Pradesh,Agra,Sachin Ice And Cold Storage,nan,"Ashok Agarwal,Chirag Agarwal",10177,,
12590,Uttar Pradesh,Agra,Sadhna Cold Storage Pvt. Ltd.,nan,Mohan Sharma,,,
12591,Uttar Pradesh,Agra,Sai Baba Seetgrah Pvt. Ltd.,nan,Santosh Kumar,3865,,
12592,Uttar Pradesh,Agra,Salasar Cold Storage Agra,nan,Mayank Agarwal,,,
12593,Uttar Pradesh,Agra,Same,O.P. ICE AND COLD storage FAUONDRI,Saber Ali,11085.3,78.04636,27.225496
12594,Uttar Pradesh,Agra,Same,11/38 OM PRAKASH ICE AND COLD storage,Amit Agrwal,17500,,
12595,Uttar Pradesh,Agra,Same,nan,Rajiv Agrwal,2300,,
12596,Uttar Pradesh,Agra,Same,nan,Rajiv Lavaniya,10000,,
12597,Uttar Pradesh,Agra,Sanddep Mittal,"Etmadpur, Foundary Nagar, Hatras Rd",,1149.93,78.0285173,27.3137009
12598,Uttar Pradesh,Agra,Sandeep Kumar Rastogi,"Etmadpur, Pelli Pokher, Poiya",,4950.35,78.0411852,27.2698093
12599,Uttar Pradesh,Agra,Sandeep Mittal,Nandlalpur,,4149.94,87.3090683,25.2563934
12600,Uttar Pradesh,Agra,Sanjay Cold Storage & Ice Factry Agra,nan,Surendra Chohan,6809,,
12601,Uttar Pradesh,Agra,Sanjay Kumar Agarwal,"Kirauli, Achnera",,2807.2,77.7537913,27.1773695
12602,Uttar Pradesh,Agra,Sanjay Sheet Grha Chhiling Palant P.V.L.,nan,Munna Lal Tomar,6809.6,,
12603,Uttar Pradesh,Agra,Sankar Lal Sheet Garh Pvt Ltd,nan,Sachendra Singh,8400,,
12604,Uttar Pradesh,Agra,Satya Narayan Rana,Kirawali,,6304.41,77.7852575,27.1367245
12605,Uttar Pradesh,Agra,Satyaveer Singh,"Etmadpur, Mauza Nadau",,5854.07,,
12606,Uttar Pradesh,Agra,Satyendra Singh,"Shamshabad, Mohalla Tola",,7095.84,83.1849963,26.0770904
12607,Uttar Pradesh,Agra,Saurabh Ice And Cold Storage Pvt Ltd,HINGOTKHEDA BAH,Subodh Prakash Sharma,6000,,
12608,Uttar Pradesh,Agra,Saurabh Mittal,"Agra, Foundry Nagar",,8091,78.0437363,27.2268139
12609,Uttar Pradesh,Agra,Saving Rica And Cold Store Saturday Road Agra,nan,Satendra,10000,,
12610,Uttar Pradesh,Agra,Sayam Cold Stores,SAYAM COLD STORE,R.N. Sharma,9000,,
12611,Uttar Pradesh,Agra,Seel Seet Grah,nan,Manish Goyal,128,,
12612,Uttar Pradesh,Agra,Shailendra Agarwal,"Fatehabad, Mouja Jaroli",,11586.9,,
12613,Uttar Pradesh,Agra,Shailendra Kumar Sharma,"Fatehabad, Bharapur",,5399.22,77.9724374,29.8875838
12614,Uttar Pradesh,Agra,Shailendra Pratap Singh,"Bah, Jarar",,5840.93,78.5689242,26.869655
12615,Uttar Pradesh,Agra,Shailesh Upadhyay,"Fatehabad, Sikara, Madyana",,7080.37,,
12616,Uttar Pradesh,Agra,Shakuntla Sheetgrh P.V.L,nan,Shri Ramesh Chand Gautam,1060,,
12617,Uttar Pradesh,Agra,Shankar Lal Upadhyay,"Hathras, Poiya",,2913.38,78.0411852,27.2698093
12618,Uttar Pradesh,Agra,Sheeri Bhole Baba And Cold Storage,nan,Subhash Chandra,10469.5,,
12619,Uttar Pradesh,Agra,Sheetal Prasad Sharma,"Fatehabad, Kripalpura",,4944.72,78.3073223,27.022352
12620,Uttar Pradesh,Agra,Shiv Kumar Sharma,"Bhadrauli, Bah, Mauza Chausangi",,6714.4,,
12621,Uttar Pradesh,Agra,Shiv Shakti Cold Storage,nan,Shri Lallan Singh,1085,,
12622,Uttar Pradesh,Agra,ShivManglam Ice & Cold Storage,nan,Shri Rahul Garg,,,
12623,Uttar Pradesh,Agra,Shivam Cold Storage,nan,Omprakash Bohare,13013.78,,
12624,Uttar Pradesh,Agra,Shivam Ice And Cold Storage,nan,Mukesh Kumar,12500,,
12625,Uttar Pradesh,Agra,Shivang Cold Store,nan,Saurabh Kumar Rai,7589.4,,
12626,Uttar Pradesh,Agra,Shivmohan Cold Store P.V.L.,nan,Rakesh Sharma,7400,,
12627,Uttar Pradesh,Agra,Shree Girraj Seet Grah Pvt Lmt,nan,Kanaiyalal Verma,8000,,
12628,Uttar Pradesh,Agra,Shree Govardhan Could Stor,nan,Pradeep Sharma,,,
12629,Uttar Pradesh,Agra,Shree Govind Sheetgrah Pvt Ltd,KIRAWLI ROAD MAHUVAR,Shiv Singh,11500,72.8894958,21.0238338
12630,Uttar Pradesh,Agra,Shree Ram Could Storag,nan,Ramnivash Agarawal,7375,,
12631,Uttar Pradesh,Agra,Shree Ram Could Storej,nan,Rakesh Kumar Sexena,8169,,
12632,Uttar Pradesh,Agra,Shree Shayam Ji Could Storag,nan,K.M.Agarwal,762.54,,
12633,Uttar Pradesh,Agra,Shreejee Cold Storage P.V.L.,nan,Siddhath Gupta,,,
12634,Uttar Pradesh,Agra,Shri Balaji Cold Storage Pvt.Ltd.,nan,Pushpendra,7000,,
12635,Uttar Pradesh,Agra,Shri Balkrishn Ice And Cold Storage,nan,Inspectar Singh,10000,,
12636,Uttar Pradesh,Agra,Shri Balvir Singh Ice And Cold Storage Pvt Ltd,JAGNER ROAD MALPURA,Mahesh Chand,,77.9657699,27.1374202
12637,Uttar Pradesh,Agra,Shri Bankey Bihari Sheetgrah P.V.T,nan,Shri Vikash Bansal,1060,,
12638,Uttar Pradesh,Agra,Shri Bateshwar Nath Ji Mahraj Cold Storage Put.Ltd,nan,P.K.Agarwal,9000,,
12639,Uttar Pradesh,Agra,Shri Durga Ice And Cold Storage,DUNGARWALA ROAD KHAIRAGARH,Akhilesh Kumar,5000,80.9809083,21.4182572
12640,Uttar Pradesh,Agra,Shri Fatehram Sharma Seetgrah Pvt. Ltd.,nan,R.B. Singh Dhakeray,6000,,
12641,Uttar Pradesh,Agra,Shri Ganesh Ice And Cold Storage 132134,nan,Bhikam Sing Tyagi,1090,,
12642,Uttar Pradesh,Agra,Shri Govardhan Milk & Cold Storage Pvt. Ltd.,nan,Lal Singh,5000,,
12643,Uttar Pradesh,Agra,Shri Harprasad Pachori / Shri Krish Kumar Pachori / Shriram Kumar Pachori /Smt. Sakuntala Devi,"Sadabad, Jaralu, Jarau",,2343.38,78.0594874,27.3574149
12644,Uttar Pradesh,Agra,Shri Kanhaiya Preservation & Cold Storage,nan,Manish Gupta,,,
12645,Uttar Pradesh,Agra,Shri Kela Cold Storage & Allied Industris Pvt. Ltd,nan,Anil Kumar Jain,11000,,
12646,Uttar Pradesh,Agra,Shri Krishan Gopal Cold Storage,nan,Shri Mahesh Chand,14.5,,
12647,Uttar Pradesh,Agra,Shri Krishn Gopal Ice And Cold Storage,nan,Veerendra Singh,7250,,
12648,Uttar Pradesh,Agra,Shri Krishn Kanta Cold Storage Pvt. Ltd.,nan,Rajkumar,7250,,
12649,Uttar Pradesh,Agra,Shri Mahalaxmi Ji Sheetalay P.V.T.L.T.D,nan,Shri Ajay Sharma,5287.56,,
12650,Uttar Pradesh,Agra,Shri Mati Dhandevi Cold Storage Pvt. Ltd.,nan,Monu Sharma,,,
12651,Uttar Pradesh,Agra,Shri N.L. Sheetgrih P.V.L,nan,Shri Vivek Kumar Upadhyay,580,,
12652,Uttar Pradesh,Agra,Shri Radha Krishan Sheetgrih,nan,Shri Nikhil Agrwal,3025,,
12653,Uttar Pradesh,Agra,Shri Radha Raman Cold Storage,nan,Ramavtar Rastogi,6388.99,,
12654,Uttar Pradesh,Agra,Shri Roshanlal Ice And Cold Storage,SAINYA ROAD MAHUVAKHEDA KHERAGARH,Maheshchand,6000,77.819014,26.9425734
12655,Uttar Pradesh,Agra,Shri Sacchidanand Sheet Grha,nan,Idalsingh Tyagi,9800,,
12656,Uttar Pradesh,Agra,Shri Shanti Swaroop Goyal / Kumar Kishan Goyal / Gayatri Devi Goyal,"Etmadpur, Mauza Naraich",,3769.23,78.0523548,27.2135134
12657,Uttar Pradesh,Agra,Shri Steam Hi Ice & Cold Storage,nan,Yogendra Singh,11250,,
12658,Uttar Pradesh,Agra,Shri. Ram Pratap Singh,"Etmadpur, Saimara, Nagla",,6063.44,79.5125662,28.9981478
12659,Uttar Pradesh,Agra,Shyam Narayan Sharma,"Etmadpur, Ujarai",,7284.28,78.6937618,27.019164
12660,Uttar Pradesh,Agra,Shyam Sunder Singhal,"Fatehpur, Mandi Gur",,3797.77,76.9320104,31.7087153
12661,Uttar Pradesh,Agra,Shyamveer Singh,"Tarrakpur, Ujrai",,6275.14,77.8746009,27.0873564
12662,Uttar Pradesh,Agra,Singhal Cold Storej,nan,Yogesh,7896,,
12663,Uttar Pradesh,Agra,Sisodiya Ice & Cold Storage,nan,Shreebhagwan,,,
12664,Uttar Pradesh,Agra,Sita Maa Sheetgrah Pvt Ltd,JAITPUR KALAH,Garav. Sharma,7000,,
12665,Uttar Pradesh,Agra,Sohan Lal Shalya,Sikandra,,809.662,77.9466756,27.217135
12666,Uttar Pradesh,Agra,Sree Bankebihari Ice And Cold Storage Pvt Ltd,FATEHPUR ROAD MIDHAKUR,Rajesh Goyal,15394.7,77.8663032,27.155242
12667,Uttar Pradesh,Agra,Sri Radharaman Cold Storage,nan,L.N.Tiwari,,,
12668,Uttar Pradesh,Agra,Sri. Laxman Singh,"Agra, Khandoli",,3958.63,86.335141,24.2396894
12669,Uttar Pradesh,Agra,Sriram Hi Cold Storage And Ice Factory,nan,K.C.Sharma,700,,
12670,Uttar Pradesh,Agra,Subash Chandra Agarwal,"Poiya, Tarrakpur",,5153,78.0445084,27.2815975
12671,Uttar Pradesh,Agra,Subodh Prakash Sharma,"Bah, Hingokhera",,5257.54,,
12672,Uttar Pradesh,Agra,Sudhir Sharma,"Pinahat, Kukthari",,4846.68,78.4325615,26.8875028
12673,Uttar Pradesh,Agra,Sujan Singh,"Kirawali, Fatehpur Sikri Road",,4255.44,77.8241412,27.1428103
12674,Uttar Pradesh,Agra,Sukumar Ice And Cold Storage,BICHPURI ROAD MANGATAI,A.K.Agarwal,,77.9385373,27.1821511
12675,Uttar Pradesh,Agra,Surajmal Cold Storage L.M.T Govind Pur Hathras Rod,nan,S.K. Tivari,6900,,
12676,Uttar Pradesh,Agra,Surendra Pal Singh Jadhon Ice And Cold Storage,nan,Rajkumar Sharma,,,
12677,Uttar Pradesh,Agra,Suresh Chand,"Etmadpur, Mauza Ujrai",,5406.65,77.8746009,27.0873564
12678,Uttar Pradesh,Agra,Suresh Chand Garg,"Etmadpur, Etdampur, Kuberpur",,4390.56,78.0974906,27.2227002
12679,Uttar Pradesh,Agra,Suresh Chand Sharma,"Fatehabad, Mauza Gadi Darya",,5230.14,,
12680,Uttar Pradesh,Agra,Suresh Channd Agarwal,Etmadpur,,4699.06,78.1991896,27.2333127
12681,Uttar Pradesh,Agra,Suresh Singh Chauhan,"Etmadpur, Bandhanu",,7606.06,78.1329253,27.7085594
12682,Uttar Pradesh,Agra,Suseela Ice Cold Storage,nan,Pawan Kumar Rawat,7982,,
12683,Uttar Pradesh,Agra,Sushil Kumar Agarwal,Sadabad,,8074.32,,
12684,Uttar Pradesh,Agra,Sushila Chauhan,"Shamsabad, Inayatpur, Phoolpur",,3599.86,82.088374,25.5510396
12685,Uttar Pradesh,Agra,T.S.Ice & Cold Storage,nan,Shri Gajendra Singh,,,
12686,Uttar Pradesh,Agra,TOTORAM SINGH JADON ICE AND Cold STOR DIGNER,nan,Hukam Singh,10000,,
12687,Uttar Pradesh,Agra,Tedeshwar Mahadev Cold Storage P.V.L.,nan,Brajmohan Sharma,7750,,
12688,Uttar Pradesh,Agra,Tikaram Ice And Cold Storage,nan,Vijay Kumar Singhal,,,
12689,Uttar Pradesh,Agra,Tikaram Ram Ice & Cold Store,nan,Vijay Kumar Agarwal,926.9,,
12690,Uttar Pradesh,Agra,Tomar Ice And Cold Stor,BAKALPUR SAMSABAD ROAD,D.D.Sharma,8500,78.0435622,27.1433717
12691,Uttar Pradesh,Agra,Tyagi Ice And Cold Storage,nan,Rangesh Tyagi,1600,,
12692,Uttar Pradesh,Agra,Ujala Cold Storage,nan,Vikas Agarwal,10000,,
12693,Uttar Pradesh,Agra,Uma Singh,"Khandoli, Ujrai",,7425.63,77.8746009,27.0873564
12694,Uttar Pradesh,Agra,Umapati Cold Stprage,nan,Ramniwas Sharma,650,,
12695,Uttar Pradesh,Agra,Uttam Ice & Cold Storage,nan,Shashank Jain,1000,,
12696,Uttar Pradesh,Agra,V.P.Cold Stor & Ice Farms,nan,Pawan Kumar,16727,,
12697,Uttar Pradesh,Agra,V.S. Ice & Cold Storage Pvt. Ltd.,nan,Mohan Sharma,9121,,
12698,Uttar Pradesh,Agra,Vaidji Sheetgrah,nan,Gopal Sharma,12750,,
12699,Uttar Pradesh,Agra,Ved Prakash Agarwal,"Etmadpur, 17 Mile Stone",,4412.84,,
12700,Uttar Pradesh,Agra,Ved Prakash Gautam,"Agra-Jalesar Road, Anwal Khera, Etmadpur",,6077.15,78.1991896,27.2333127
12701,Uttar Pradesh,Agra,Vijay Agarwal,"Etmadpur, Nagala Asha, Poiya",,6554.21,78.0411852,27.2698093
12702,Uttar Pradesh,Agra,Vijay Kumar Agarwal,"Nandalpur, Nagla Asha, Poiya",,5174.45,78.0411852,27.2698093
12703,Uttar Pradesh,Agra,Vijay Kumar Singhal,"Etmadpur, Poiya",,7641.29,78.0411852,27.2698093
12704,Uttar Pradesh,Agra,Vijay Lohia,Fatehabad,,5504.89,75.4509532,29.5131814
12705,Uttar Pradesh,Agra,Vijay Tyagi,"Iradat Nagar, Basai Kala",,7319.3,,
12706,Uttar Pradesh,Agra,Vikrant Indoliya,"Kirawali, Puramana",,6031.25,77.7709558,27.1499398
12707,Uttar Pradesh,Agra,Vinayak Cold Storage Pvt Ltd,ACHNERA ROAD KEETHAM,Brajmohan Singh,,77.5337229,27.2082432
12708,Uttar Pradesh,Agra,Vinod Chand Sharma,"Fatehabad, Ghaghpura",,7359.78,78.2219806,27.026588
